gameid,url,league,split,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
ESPORTSTMNT04/1220888,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220888?gameHash=7ddfe24b2cbd5178,TCL,2020-2,6/14/2020 10:27,1,10.11,200,Red,team,,Royal Youth,,Varus,Graves,Syndra,Lulu,Leona,1602,0,3,10,9,3,10,0,0,0,0,0,NULL,NULL,NULL,0.1124,0.4869,0,0,8,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,9,0,0,0,1,27313,1022.9588,NULL,57,2.1348,25,0.9363,17,125,4.6816,38023,20305,760.4869,NULL,36670,-0.1806,NULL,671,123,100,0,29.7378,13924,17734,293,17458,18505,309,-3534,-771,-16,21940,26330,428,24902,28014,471,-2962,-1684,-43
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,1,Blue,top,Zoom,JD Gaming,Ornn,Syndra,Karma,Lee Sin,Aatrox,Zoe,1478,0,0,6,1,6,18,NULL,NULL,0,0,NULL,0,NULL,NULL,0.2436,0.9743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7954,322.8958,0.244791,12,0.4871,1,0.0406,5,NULL,NULL,7567,4276,173.5859,0.188937,NULL,NULL,189,183,6,1,0,7.6725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,2,Blue,jng,Kanavi,JD Gaming,Kayn,Syndra,Karma,Lee Sin,Aatrox,Zoe,1478,0,1,5,2,6,18,NULL,NULL,0,0,NULL,0,NULL,NULL,0.2436,0.9743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6460,262.2463,0.198812,4,0.1624,4,0.1624,4,NULL,NULL,7424,4133,167.7808,0.182619,NULL,NULL,129,16,113,74,8,5.2368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,3,Blue,mid,Yagao,JD Gaming,LeBlanc,Syndra,Karma,Lee Sin,Aatrox,Zoe,1478,0,1,2,2,6,18,NULL,NULL,0,0,NULL,0,NULL,NULL,0.2436,0.9743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8360,339.3775,0.257286,9,0.3654,4,0.1624,5,NULL,NULL,8516,5225,212.111,0.230866,NULL,NULL,207,199,8,8,0,8.4032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,4,Blue,bot,LokeN,JD Gaming,Aphelios,Syndra,Karma,Lee Sin,Aatrox,Zoe,1478,0,3,4,2,6,18,NULL,NULL,0,0,NULL,0,NULL,NULL,0.2436,0.9743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6467,262.5304,0.199027,9,0.3654,4,0.1624,5,NULL,NULL,9721,6430,261.0284,0.284106,NULL,NULL,206,190,16,13,0,8.3627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,5,Blue,sup,LvMao,JD Gaming,Thresh,Syndra,Karma,Lee Sin,Aatrox,Zoe,1478,0,1,1,5,6,18,NULL,NULL,0,0,NULL,0,NULL,NULL,0.2436,0.9743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3252,132.0162,0.100083,37,1.502,8,0.3248,14,NULL,NULL,5859,2568,104.249,0.113473,NULL,NULL,27,27,0,0,0,1.0961,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,6,Red,top,369,Top Esports,Kayle,Varus,Nidalee,Ezreal,Kindred,Graves,1478,1,6,0,8,18,6,NULL,NULL,0,0,NULL,0,NULL,NULL,0.7307,0.9743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15156,615.2639,0.299336,9,0.3654,3,0.1218,2,NULL,NULL,13143,9852,399.9459,0.28954,NULL,NULL,249,215,34,9,19,10.1083,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,7,Red,jng,Karsa,Top Esports,Trundle,Varus,Nidalee,Ezreal,Kindred,Graves,1478,1,4,1,9,18,6,NULL,NULL,0,0,NULL,1,NULL,NULL,0.7307,0.9743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4598,186.6576,0.0908121,14,0.5683,16,0.6495,14,NULL,NULL,8859,5568,226.0352,0.163641,NULL,NULL,109,25,84,51,8,4.4249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,8,Red,mid,knight,Top Esports,Lissandra,Varus,Nidalee,Ezreal,Kindred,Graves,1478,1,3,1,11,18,6,NULL,NULL,0,0,NULL,0,NULL,NULL,0.7307,0.9743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12082,490.4736,0.238624,6,0.2436,2,0.0812,3,NULL,NULL,10873,7582,307.7943,0.222829,NULL,NULL,235,213,22,21,0,9.5399,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,9,Red,bot,JackeyLove,Top Esports,Kai'Sa,Varus,Nidalee,Ezreal,Kindred,Graves,1478,1,5,2,6,18,6,NULL,NULL,0,0,NULL,0,NULL,NULL,0.7307,0.9743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16036,650.9878,0.316717,8,0.3248,10,0.406,4,NULL,NULL,11518,8227,333.9783,0.241784,NULL,NULL,241,209,32,20,4,9.7835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,10,Red,sup,yuyanjia,Top Esports,Nautilus,Varus,Nidalee,Ezreal,Kindred,Graves,1478,1,0,2,9,18,6,NULL,NULL,0,0,NULL,0,NULL,NULL,0.7307,0.9743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2760,112.0433,0.054511,36,1.4614,2,0.0812,9,NULL,NULL,6088,2797,113.5453,0.0822067,NULL,NULL,27,27,0,0,0,1.0961,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,100,Blue,team,,JD Gaming,,Syndra,Karma,Lee Sin,Aatrox,Zoe,1478,0,6,18,12,6,18,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0.2436,0.9743,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0,1,0,2,10,NULL,NULL,NULL,NULL,32493,1319.0663,NULL,71,2.8823,21,0.8525,33,NULL,NULL,39087,22633,918.7957,NULL,NULL,NULL,758,615,143,96,8,30.7713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6219-7911,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020-2,6/14/2020 11:03,1,10.11,200,Red,team,,Top Esports,,Varus,Nidalee,Ezreal,Kindred,Graves,1478,1,18,6,43,18,6,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0.7307,0.9743,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,1,0,1,10,2,NULL,NULL,NULL,NULL,50632,2055.4263,NULL,73,2.9635,33,1.3396,32,NULL,NULL,50481,34027,1381.3396,NULL,NULL,NULL,861,689,172,101,31,34.9526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,1,Blue,top,StarScreen,İstanbul Wildcats,Aatrox,Kalista,Sett,Miss Fortune,Yuumi,Karma,2166,0,0,4,2,6,21,0,0,0,0,1,0,1,0,0.1662,0.7479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7696,213.1856,0.119047,18,0.4986,5,0.1385,7,33,0.9141,11675,6981,193.3795,0.210202,10900,NULL,284,263,21,15,0,7.867,3064,4612,79,3111,4854,88,-47,-242,-9,4634,7162,127,4791,7395,138,-157,-233,-11
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,2,Blue,jng,Ferret,İstanbul Wildcats,Graves,Kalista,Sett,Miss Fortune,Yuumi,Karma,2166,0,1,3,3,6,21,0,0,0,0,1,0,1,0,0.1662,0.7479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,8874,245.8172,0.137269,14,0.3878,20,0.554,13,56,1.5512,11326,6632,183.7119,0.199693,10700,NULL,216,60,156,104,16,5.9834,3323,3710,73,2841,2885,57,482,825,16,4796,5684,112,4266,4421,83,530,1263,29
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,3,Blue,mid,Serin,İstanbul Wildcats,Azir,Kalista,Sett,Miss Fortune,Yuumi,Karma,2166,0,3,3,1,6,21,0,0,0,0,1,1,0,0,0.1662,0.7479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,23920,662.6039,0.370009,17,0.4709,9,0.2493,8,43,1.1911,12803,8109,224.626,0.244168,12900,NULL,293,269,24,24,0,8.1163,3284,4957,90,3272,5056,91,12,-99,-1,5024,7471,140,5318,8140,155,-294,-669,-15
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,4,Blue,bot,Kaori,İstanbul Wildcats,Aphelios,Kalista,Sett,Miss Fortune,Yuumi,Karma,2166,0,2,6,3,6,21,0,0,0,0,0,0,0,0,0.1662,0.7479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,19236,532.8532,0.297554,11,0.3047,1,0.0277,5,21,0.5817,13746,9052,250.7479,0.272563,13675,NULL,295,276,19,13,0,8.1717,3492,3151,92,3064,2993,80,428,158,12,5310,4846,139,5027,4882,134,283,-36,5
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,5,Blue,sup,Pbd,İstanbul Wildcats,Nautilus,Kalista,Sett,Miss Fortune,Yuumi,Karma,2166,0,0,5,5,6,21,0,0,0,0,1,0,1,0,0.1662,0.7479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4921,136.3158,0.0761211,51,1.4127,6,0.1662,10,77,2.133,7131,2437,67.5069,0.0733747,6600,NULL,27,27,0,0,0,0.7479,2166,2850,11,2015,2335,12,151,515,-1,3164,4574,17,3527,4206,22,-363,368,-5
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,6,Red,top,Luana,Galakticos,Ornn,Varus,Syndra,Wukong,Vladimir,Mordekaiser,2166,1,1,0,11,21,6,0,0,0,0,0,0,0,0,0.5817,0.7479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,9151,253.4903,0.1193,19,0.5263,5,0.1385,8,42,1.1634,12978,8284,229.4737,0.181487,11050,NULL,287,279,8,7,0,7.9501,3111,4854,88,3064,4612,79,47,242,9,4791,7395,138,4634,7162,127,157,233,11
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,7,Red,jng,Stefan,Galakticos,Lee Sin,Varus,Syndra,Wukong,Vladimir,Mordekaiser,2166,1,7,1,11,21,6,2,0,0,0,0,0,0,1,0.5817,0.7479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11613,321.6898,0.151396,25,0.6925,18,0.4986,13,76,2.1053,13087,8393,232.4931,0.183875,9750,NULL,172,27,145,75,10,4.7645,2841,2885,57,3323,3710,73,-482,-825,-16,4266,4421,83,4796,5684,112,-530,-1263,-29
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,8,Red,mid,xKenzuke,Galakticos,Orianna,Varus,Syndra,Wukong,Vladimir,Mordekaiser,2166,1,7,4,9,21,6,2,0,0,0,0,0,0,0,0.5817,0.7479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,21480,595.0139,0.28003,20,0.554,13,0.3601,7,59,1.6343,17375,12681,351.2742,0.27782,13575,NULL,354,320,34,29,4,9.8061,3272,5056,91,3284,4957,90,-12,99,1,5318,8140,155,5024,7471,140,294,669,15
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,9,Red,bot,Luger,Galakticos,Ezreal,Varus,Syndra,Wukong,Vladimir,Mordekaiser,2166,1,6,0,7,21,6,0,0,0,0,0,0,0,0,0.5817,0.7479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,27503,761.856,0.358551,10,0.277,10,0.277,2,35,0.9695,16381,11687,323.7396,0.256043,13250,NULL,346,300,46,17,24,9.5845,3064,2993,80,3492,3151,92,-428,-158,-12,5027,4882,134,5310,4846,139,-283,36,-5
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,10,Red,sup,Nikola,Galakticos,Braum,Varus,Syndra,Wukong,Vladimir,Mordekaiser,2166,1,0,1,17,21,6,0,0,0,0,0,0,0,0,0.5817,0.7479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6959,192.7701,0.090723,43,1.1911,12,0.3324,11,89,2.4654,9294,4600,127.4238,0.100775,8025,NULL,31,31,0,0,0,0.8587,2015,2335,12,2166,2850,11,-151,-515,1,3527,4206,22,3164,4574,17,363,-368,5
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,100,Blue,team,,İstanbul Wildcats,,Kalista,Sett,Miss Fortune,Yuumi,Karma,2166,0,6,21,14,6,21,0,0,0,0,1,NULL,NULL,NULL,0.1662,0.7479,0,2,10,1,4,0,0,1,0,1,0,1,0,2,1,1,1,1,1,9,0,0,0,1,64647,1790.7756,NULL,111,3.0748,41,1.1357,43,230,6.3712,56681,33210,919.9446,NULL,54775,-0.0158479,NULL,895,220,156,16,30.8864,15329,19280,345,14303,18123,328,1026,1157,17,22928,29737,535,22929,29044,532,-1,693,3
ESPORTSTMNT04/1220904,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220904?gameHash=268e864ce892cd25,TCL,2020-2,6/14/2020 11:34,1,10.11,200,Red,team,,Galakticos,,Varus,Syndra,Wukong,Vladimir,Mordekaiser,2166,1,21,6,55,21,6,4,0,0,0,0,NULL,NULL,NULL,0.5817,0.7479,1,10,2,4,1,0,3,0,1,5,1,0,2,0,0,1,1,0,9,1,1,1,1,0,76706,2124.8199,NULL,117,3.241,58,1.6066,41,301,8.338,69115,45644,1264.3767,NULL,55650,0.0158479,NULL,957,233,128,38,32.964,14303,18123,328,15329,19280,345,-1026,-1157,-17,22929,29044,532,22928,29737,535,1,-693,-3
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,1,Blue,top,Ragner,Galatasaray Esports,Gangplank,Urgot,Sett,Kalista,Corki,Orianna,2464,1,3,2,11,20,11,0,0,0,0,0,0,0,0,0.487,0.7549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,29228,711.7208,0.303356,19,0.4627,6,0.1461,6,37,0.901,20266,14964,364.3831,0.280978,19458,NULL,384,337,47,33,4,9.3506,3236,4557,81,3281,4872,71,-45,-315,10,5392,7115,128,5213,8015,129,179,-900,-1
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,2,Blue,jng,Roulette,Galatasaray Esports,Olaf,Urgot,Sett,Kalista,Corki,Orianna,2464,1,4,2,7,20,11,0,0,0,0,0,0,0,1,0.487,0.7549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,10658,259.5292,0.110619,10,0.2435,22,0.5357,10,63,1.5341,12638,7336,178.6364,0.137746,10500,NULL,186,47,139,72,21,4.5292,3029,2723,51,3346,3378,54,-317,-655,-3,4882,5216,91,4546,4993,78,336,223,13
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,3,Blue,mid,Kofte,Galatasaray Esports,Azir,Urgot,Sett,Kalista,Corki,Orianna,2464,1,9,3,6,20,11,2,1,0,0,0,0,0,0,0.487,0.7549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,26493,645.1218,0.274969,22,0.5357,21,0.5114,9,84,2.0455,20161,14859,361.8263,0.279007,19175,NULL,401,335,66,37,16,9.7646,3523,4607,90,3120,4199,65,403,408,25,5407,6910,132,5062,7302,125,345,-392,7
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,4,Blue,bot,Padden,Galatasaray Esports,Varus,Urgot,Sett,Kalista,Corki,Orianna,2464,1,4,1,12,20,11,1,0,0,0,0,0,0,0,0.487,0.7549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,26347,641.5666,0.273454,14,0.3409,22,0.5357,5,65,1.5828,17298,11996,292.1104,0.225248,15725,NULL,359,337,22,17,0,8.7419,3434,3326,88,3187,3280,84,247,46,4,4831,4892,122,5560,5574,137,-729,-682,-15
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,5,Blue,sup,Tolerant,Galatasaray Esports,Thresh,Urgot,Sett,Kalista,Corki,Orianna,2464,1,0,3,10,20,11,0,0,0,0,0,0,0,0,0.487,0.7549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3623,88.2224,0.0376029,66,1.6071,26,0.6331,22,133,3.2386,9404,4102,99.8864,0.0770209,8100,NULL,48,48,0,0,0,1.1688,2061,2564,11,2410,2475,12,-349,89,-1,3086,3863,19,3575,3627,17,-489,236,2
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,6,Red,top,Madly,Team AURORA,Aatrox,Trundle,Syndra,Aphelios,Graves,Ornn,2464,0,2,4,3,11,20,0,0,0,0,0,0,0,0,0.2679,0.7549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11713,285.2192,0.17284,15,0.3653,7,0.1705,4,33,0.8036,15646,10344,251.8831,0.255062,15925,NULL,340,281,59,20,18,8.2792,3281,4872,71,3236,4557,81,45,315,-10,5213,8015,129,5392,7115,128,-179,900,1
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,7,Red,jng,Chosen,Team AURORA,Gragas,Trundle,Syndra,Aphelios,Graves,Ornn,2464,0,2,3,5,11,20,0,0,0,0,1,1,0,0,0.2679,0.7549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,12164,296.2013,0.179495,41,0.9984,10,0.2435,15,81,1.9724,11706,6404,155.9416,0.157908,11395,NULL,202,31,171,119,10,4.9188,3346,3378,54,3029,2723,51,317,655,3,4546,4993,78,4882,5216,91,-336,-223,-13
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,8,Red,mid,unmanagable,Team AURORA,Zoe,Trundle,Syndra,Aphelios,Graves,Ornn,2464,0,0,4,5,11,20,0,0,0,0,1,0,1,0,0.2679,0.7549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,10531,256.4367,0.155398,16,0.3896,3,0.0731,6,38,0.9253,12759,7457,181.5828,0.183873,13050,NULL,296,281,15,13,0,7.2078,3120,4199,65,3523,4607,90,-403,-408,-25,5062,7302,125,5407,6910,132,-345,392,-7
