gameid,url,league,split,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
6206-7823,https://lpl.qq.com/es/stats.shtml?bmid=6206,LPL,2020-2,6/8/2020 10:55,3,10.11,200,Red,team,,Victory Five,,Varus,LeBlanc,Thresh,Ekko,Diana,1781,1,19,9,37,19,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0.6401,0.9433,NULL,4,0,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,1,0,1,11,2,NULL,NULL,NULL,NULL,65984,2222.9309,NULL,116,3.9079,50,1.6844,40,NULL,NULL,58805,39261,1322.6614,NULL,NULL,NULL,978,763,215,117,33,32.9478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,1,Blue,top,Garvey,LGD Gaming,Hecarim,Jarvan IV,Sett,Graves,Thresh,Bard,1827,0,3,3,1,7,13,NULL,NULL,0,0,NULL,0,NULL,NULL,0.2299,0.6568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11175,366.9951,0.277158,13,0.4269,4,0.1314,11,NULL,NULL,10723,6720,220.6897,0.232927,NULL,NULL,216,200,16,4,4,7.0936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,2,Blue,jng,Peanut,LGD Gaming,Trundle,Jarvan IV,Sett,Graves,Thresh,Bard,1827,0,0,3,5,7,13,NULL,NULL,0,0,NULL,0,NULL,NULL,0.2299,0.6568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3079,101.1166,0.0763641,13,0.4269,16,0.5255,15,NULL,NULL,8208,4205,138.0952,0.145757,NULL,NULL,139,32,107,84,4,4.5649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,3,Blue,mid,xiye,LGD Gaming,Twisted Fate,Jarvan IV,Sett,Graves,Thresh,Bard,1827,0,0,1,3,7,13,NULL,NULL,0,0,NULL,0,NULL,NULL,0.2299,0.6568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11175,366.9951,0.277158,5,0.1642,10,0.3284,6,NULL,NULL,11279,7276,238.9491,0.252198,NULL,NULL,268,255,13,13,0,8.8013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,4,Blue,bot,Kramer,LGD Gaming,Aphelios,Jarvan IV,Sett,Graves,Thresh,Bard,1827,0,4,3,1,7,13,NULL,NULL,0,0,NULL,0,NULL,NULL,0.2299,0.6568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10615,348.6043,0.263269,13,0.4269,9,0.2956,4,NULL,NULL,12159,8156,267.8489,0.282699,NULL,NULL,268,235,33,27,4,8.8013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,5,Blue,sup,Mark,LGD Gaming,Karma,Jarvan IV,Sett,Graves,Thresh,Bard,1827,0,0,3,5,7,13,NULL,NULL,0,0,NULL,0,NULL,NULL,0.2299,0.6568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4276,140.4269,0.106052,42,1.3793,8,0.2627,18,NULL,NULL,6496,2493,81.8719,0.0864188,NULL,NULL,36,36,0,0,0,1.1823,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,6,Red,top,Xiaobai,eStar,Wukong,Varus,Nidalee,Syndra,Kassadin,LeBlanc,1827,1,1,0,6,13,7,NULL,NULL,0,0,NULL,0,NULL,NULL,0.4269,0.6568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7174,235.5993,0.133564,13,0.4269,4,0.1314,4,NULL,NULL,12367,8364,274.6798,0.23816,NULL,NULL,277,253,24,11,4,9.0969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,7,Red,jng,Wei,eStar,Lee Sin,Varus,Nidalee,Syndra,Kassadin,LeBlanc,1827,1,3,2,6,13,7,NULL,NULL,0,0,NULL,0,NULL,NULL,0.4269,0.6568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6282,206.3054,0.116957,18,0.5911,11,0.3612,9,NULL,NULL,9573,5570,182.9228,0.158605,NULL,NULL,143,14,129,81,5,4.6962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,8,Red,mid,Fenfen,eStar,Zoe,Varus,Nidalee,Syndra,Kassadin,LeBlanc,1827,1,4,0,8,13,7,NULL,NULL,0,0,NULL,1,NULL,NULL,0.4269,0.6568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16822,552.4466,0.313189,15,0.4926,1,0.0328,4,NULL,NULL,12803,8800,288.9984,0.250574,NULL,NULL,249,229,20,12,4,8.1773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,9,Red,bot,Wink,eStar,Ezreal,Varus,Nidalee,Syndra,Kassadin,LeBlanc,1827,1,4,2,4,13,7,NULL,NULL,0,0,NULL,0,NULL,NULL,0.4269,0.6568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15840,520.197,0.294906,13,0.4269,10,0.3284,4,NULL,NULL,13234,9231,303.1527,0.262846,NULL,NULL,286,265,21,17,1,9.3924,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,10,Red,sup,ShiauC,eStar,Blitzcrank,Varus,Nidalee,Syndra,Kassadin,LeBlanc,1827,1,1,3,5,13,7,NULL,NULL,0,0,NULL,0,NULL,NULL,0.4269,0.6568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7594,249.3924,0.141384,42,1.3793,6,0.197,14,NULL,NULL,7157,3154,103.5796,0.089814,NULL,NULL,29,29,0,0,0,0.9524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,100,Blue,team,,LGD Gaming,,Jarvan IV,Sett,Graves,Thresh,Bard,1827,0,7,13,15,7,13,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0.2299,0.6568,NULL,0,4,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,1,1,3,9,NULL,NULL,NULL,NULL,40320,1324.1379,NULL,86,2.8243,47,1.5435,54,NULL,NULL,48865,28852,947.5205,NULL,NULL,NULL,927,758,169,128,12,30.4433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7824,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 11:52,1,10.11,200,Red,team,,eStar,,Varus,Nidalee,Syndra,Kassadin,LeBlanc,1827,1,13,7,29,13,7,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0.4269,0.6568,NULL,4,0,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,1,0,0,9,3,NULL,NULL,NULL,NULL,53712,1763.9409,NULL,101,3.3169,32,1.0509,35,NULL,NULL,55134,35121,1153.399,NULL,NULL,NULL,984,790,194,121,14,32.3153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,1,Blue,top,Langx,LGD Gaming,Ornn,Jarvan IV,Sett,Ezreal,Galio,Bard,2189,1,2,3,9,14,5,NULL,NULL,0,0,NULL,0,NULL,NULL,0.3837,0.5208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13632,373.6501,0.234864,19,0.5208,4,0.1096,7,NULL,NULL,13348,8607,235.9159,0.194874,NULL,NULL,245,239,6,3,0,6.7154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,2,Blue,jng,Peanut,LGD Gaming,Kindred,Jarvan IV,Sett,Ezreal,Galio,Bard,2189,1,5,1,5,14,5,NULL,NULL,0,0,NULL,1,NULL,NULL,0.3837,0.5208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15240,417.725,0.262568,12,0.3289,31,0.8497,12,NULL,NULL,14539,9798,268.561,0.22184,NULL,NULL,235,49,186,97,16,6.4413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,3,Blue,mid,xiye,LGD Gaming,Syndra,Jarvan IV,Sett,Ezreal,Galio,Bard,2189,1,2,1,5,14,5,NULL,NULL,0,0,NULL,0,NULL,NULL,0.3837,0.5208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14391,394.4541,0.247941,17,0.466,5,0.137,5,NULL,NULL,14225,9484,259.9543,0.214731,NULL,NULL,325,297,28,17,8,8.9082,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,4,Blue,bot,Kramer,LGD Gaming,Ashe,Jarvan IV,Sett,Ezreal,Galio,Bard,2189,1,5,0,6,14,5,NULL,NULL,0,0,NULL,0,NULL,NULL,0.3837,0.5208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13235,362.7684,0.228025,16,0.4386,17,0.466,3,NULL,NULL,17390,12649,346.7063,0.286392,NULL,NULL,345,307,38,27,8,9.4564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,5,Blue,sup,Mark,LGD Gaming,Thresh,Jarvan IV,Sett,Ezreal,Galio,Bard,2189,1,0,0,9,14,5,NULL,NULL,0,0,NULL,0,NULL,NULL,0.3837,0.5208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1544,42.3207,0.0266014,64,1.7542,9,0.2467,20,NULL,NULL,8370,3629,99.4701,0.0821633,NULL,NULL,30,30,0,0,0,0.8223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,6,Red,top,CJJ,eStar,Wukong,Varus,Nidalee,Graves,Tahm Kench,Renekton,2189,0,0,4,3,5,14,NULL,NULL,0,0,NULL,0,NULL,NULL,0.137,0.5208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4937,135.3221,0.130151,21,0.5756,5,0.137,12,NULL,NULL,11453,6712,183.9744,0.193496,NULL,NULL,272,232,40,20,8,7.4555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,7,Red,jng,Wei,eStar,Trundle,Varus,Nidalee,Graves,Tahm Kench,Renekton,2189,0,0,2,4,5,14,NULL,NULL,0,0,NULL,0,NULL,NULL,0.137,0.5208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4538,124.3856,0.119632,26,0.7127,21,0.5756,27,NULL,NULL,8061,3320,91.0005,0.0957079,NULL,NULL,106,25,81,57,4,2.9054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,8,Red,mid,Fenfen,eStar,Ekko,Varus,Nidalee,Graves,Tahm Kench,Renekton,2189,0,3,3,0,5,14,NULL,NULL,0,0,NULL,0,NULL,NULL,0.137,0.5208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9428,258.4194,0.248543,10,0.2741,10,0.2741,8,NULL,NULL,15809,11068,303.3714,0.319076,NULL,NULL,359,326,33,20,0,9.8401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,9,Red,bot,Wink,eStar,Aphelios,Varus,Nidalee,Graves,Tahm Kench,Renekton,2189,0,2,3,0,5,14,NULL,NULL,0,0,NULL,0,NULL,NULL,0.137,0.5208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14122,387.0809,0.372288,15,0.4111,18,0.4934,6,NULL,NULL,15645,10904,298.8762,0.314348,NULL,NULL,409,353,56,52,4,11.2106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,10,Red,sup,ShiauC,eStar,Blitzcrank,Varus,Nidalee,Graves,Tahm Kench,Renekton,2189,0,0,2,3,5,14,NULL,NULL,0,0,NULL,0,NULL,NULL,0.137,0.5208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4908,134.5272,0.129386,82,2.2476,13,0.3563,28,NULL,NULL,7425,2684,73.5678,0.0773726,NULL,NULL,31,31,0,0,0,0.8497,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,100,Blue,team,,LGD Gaming,,Jarvan IV,Sett,Ezreal,Galio,Bard,2189,1,14,5,34,14,5,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0.3837,0.5208,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,2,0,0,9,4,NULL,NULL,NULL,NULL,58042,1590.9182,NULL,128,3.5085,66,1.809,47,NULL,NULL,67872,44166,1210.5802,NULL,NULL,NULL,1180,922,258,144,32,32.3435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7825,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 12:46,2,10.11,200,Red,team,,eStar,,Varus,Nidalee,Graves,Tahm Kench,Renekton,2189,0,5,14,10,5,14,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0.137,0.5208,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0,2,1,4,9,NULL,NULL,NULL,NULL,37933,1039.735,NULL,154,4.2211,67,1.8365,81,NULL,NULL,58393,34687,950.7629,NULL,NULL,NULL,1177,967,210,149,16,32.2613,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7826,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 13:41,3,10.11,1,Blue,top,Langx,LGD Gaming,Hecarim,Jarvan IV,Sett,Trundle,NULL,NULL,1764,1,4,6,8,19,11,NULL,NULL,0,0,NULL,1,NULL,NULL,0.6463,1.0204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15069,512.551,0.204007,9,0.3061,4,0.1361,4,NULL,NULL,10900,7026,238.9796,0.198245,NULL,NULL,196,170,26,8,8,6.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7826,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 13:41,3,10.11,2,Blue,jng,Peanut,LGD Gaming,Olaf,Jarvan IV,Sett,Trundle,NULL,NULL,1764,1,2,2,17,19,11,NULL,NULL,0,0,NULL,1,NULL,NULL,0.6463,1.0204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10815,367.8571,0.146416,9,0.3061,11,0.3741,8,NULL,NULL,9457,5583,189.898,0.157528,NULL,NULL,124,20,104,70,18,4.2177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7826,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 13:41,3,10.11,3,Blue,mid,xiye,LGD Gaming,Twisted Fate,Jarvan IV,Sett,Trundle,NULL,NULL,1764,1,4,1,11,19,11,NULL,NULL,0,0,NULL,1,NULL,NULL,0.6463,1.0204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15369,522.7551,0.208069,7,0.2381,10,0.3401,5,NULL,NULL,13590,9716,330.4762,0.274147,NULL,NULL,255,235,20,12,4,8.6735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7826,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 13:41,3,10.11,4,Blue,bot,Kramer,LGD Gaming,Ezreal,Jarvan IV,Sett,Trundle,NULL,NULL,1764,1,8,1,7,19,11,NULL,NULL,0,0,NULL,1,NULL,NULL,0.6463,1.0204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25101,853.7755,0.339823,15,0.5102,11,0.3741,5,NULL,NULL,13411,9537,324.3878,0.269097,NULL,NULL,239,208,31,16,10,8.1293,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7826,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 13:41,3,10.11,5,Blue,sup,Mark,LGD Gaming,Yuumi,Jarvan IV,Sett,Trundle,NULL,NULL,1764,1,1,1,16,19,11,NULL,NULL,0,0,NULL,1,NULL,NULL,0.6463,1.0204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7511,255.4762,0.101686,44,1.4966,4,0.1361,12,NULL,NULL,7453,3579,121.7347,0.100983,NULL,NULL,24,24,0,0,0,0.8163,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7826,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 13:41,3,10.11,6,Red,top,Xiaobai,eStar,Wukong,Varus,Nidalee,Syndra,NULL,NULL,1764,0,2,2,4,11,19,NULL,NULL,0,0,NULL,1,NULL,NULL,0.3741,1.0204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12289,417.9932,0.220902,9,0.3061,2,0.068,7,NULL,NULL,9383,5509,187.381,0.186455,NULL,NULL,183,179,4,4,0,6.2245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7826,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 13:41,3,10.11,7,Red,jng,Wei,eStar,Graves,Varus,Nidalee,Syndra,NULL,NULL,1764,0,2,3,7,11,19,NULL,NULL,0,0,NULL,1,NULL,NULL,0.3741,1.0204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12313,418.8095,0.221333,10,0.3401,17,0.5782,12,NULL,NULL,10459,6585,223.9796,0.222873,NULL,NULL,171,27,144,72,21,5.8163,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6207-7826,https://lpl.qq.com/es/stats.shtml?bmid=6207,LPL,2020-2,6/8/2020 13:41,3,10.11,8,Red,mid,Fenfen,eStar,Galio,Varus,Nidalee,Syndra,NULL,NULL,1764,0,6,4,3,11,19,NULL,NULL,0,0,NULL,1,NULL,NULL,0.3741,1.0204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15142,515.034,0.272186,16,0.5442,3,0.102,6,NULL,NULL,11842,7968,271.0204,0.269683,NULL,NULL,192,187,5,5,0,6.5306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
